Distance (km),Error (m)
4.079607906,-2.622327169
4.09054024,-2.066170812
4.101492088,-1.838606069
4.112463467,-2.468182847
4.123454393,-2.621714985
4.134464885,-2.15757469
4.14549496,-2.959333347
4.156544635,-2.715091867
4.167613927,-3.337811692
4.178702855,-2.02059282
4.189811435,-2.646387929
4.200939684,-2.881792066
4.212087621,-2.93248286
4.223255263,-2.881984628
4.234442626,-3.386085851
4.245649729,-3.362263174
4.256876589,-2.751477454
4.268123223,-2.850082393
4.279389648,-2.910336328
4.290675882,-2.696642557
4.301981943,-3.395002095
4.313307848,-3.531241702
4.324653613,-3.12143688
4.336019258,-2.696264179
4.347404798,-3.371234872
4.358810252,-3.351518176
4.370235636,-3.920318455
4.381680969,-4.20369517
4.393146267,-4.64196168
4.404631548,-4.412549839
4.41613683,-5.004518217
4.427662129,-4.589326426
4.439207464,-4.310517281
4.450772851,-4.893975452
4.462358308,-3.985382551
4.473963852,-3.736582876
4.485589502,-4.358876861
4.497235273,-4.182644147
4.508901184,-3.765381013
4.520587252,-4.903087034
4.532293494,-4.081965639
4.544019928,-5.046481492
4.555766571,-4.232100571
4.567533441,-4.7994524
4.579320555,-3.997730089
4.59112793,-4.521823533
4.602955584,-4.679346445
4.614803534,-5.830102584
4.626671797,-5.69036903
4.638560392,-4.495890225
4.650469335,-4.890048484
4.662398643,-3.6822785
4.674348335,-4.27702931
4.686318428,-4.394444788
4.698308938,-4.333617279
4.710319884,-4.890407243
4.722351282,-5.376151096
4.734403151,-4.56926898
4.746475507,-2.66303944
4.758568368,-4.248081584
4.770681751,-2.756638196
4.782815674,-3.078412749
4.794970155,-2.093360255
4.80714521,-1.086247908
4.819340856,-3.074858229
4.831557113,-2.164436008
4.843793995,-0.842200302
4.856051522,-0.460465474
4.868329711,0.017490688
4.880628579,1.38631093
4.892948142,0.72260669
4.90528842,1.622644147
4.917649429,2.437940012
4.930031186,3.070277144
4.942433709,3.437501644
4.954857016,3.782063058
4.967301123,2.927725854
4.979766048,4.578393747
4.992251809,5.425338117
5.004758423,4.772510238
5.017285907,5.031060901
5.029834279,4.879941011
5.042403556,5.089501509
5.054993756,5.204976194
5.067604896,5.392957155
5.080236992,3.883968049
5.092890064,4.941437736
5.105564128,5.238135037
5.118259201,5.724637167
5.130975301,5.426304581
5.143712445,5.745555434
5.156470652,5.400433596
5.169249937,4.940081418
5.182050319,5.210330199
5.194871814,5.241821419
5.207714442,4.832544349
5.220578217,5.530120506
5.233463159,5.481374942
5.246369285,4.775321078
5.259296611,5.39523773
5.272245156,4.376465812
5.285214936,4.980543921
5.298205969,5.502260645
5.311218273,5.25572605
5.324251865,4.845842639
5.337306762,4.749476453
5.350382982,5.001979515
5.363480542,5.229298941
5.37659946,4.873465178
5.389739752,4.909505918
5.402901437,4.872028045
5.416084531,4.103050416
5.429289053,4.902463018
5.442515019,4.845195693
5.455762447,4.736473853
5.469031354,4.715796854
5.482321758,4.700554325
5.495633676,3.742998583
5.508967125,4.294380147
5.522322124,4.519750607
5.535698688,4.167898298
5.549096837,4.205592705
5.562516586,4.370203198
5.575957954,4.787013923
5.589420958,3.474157258
5.602905615,4.226710732
5.616411943,3.834936891
5.629939959,4.153799393
5.64348968,3.903389211
5.657061125,3.287303856
5.670654309,3.448963865
5.684269251,3.826101785
5.697905969,3.520213661
5.711564479,2.726698031
5.725244798,3.082716067
5.738946945,3.324490058
5.752670937,3.699049737
5.766416791,3.126762857
5.780184524,2.384475709
5.793974154,2.041549408
5.807785699,2.747784436
5.821619175,3.236854824
5.8354746,2.402947359
5.849351991,2.094449944
5.863251367,2.368999711
5.877172744,2.461632763
5.891116139,2.061397848
5.905081571,2.360374677
5.919069056,1.426638151
5.933078611,1.65149102
5.947110255,2.109375521
5.961164005,2.361031171
5.975239878,1.603102983
5.989337891,1.897896123
6.003458063,1.154823816
6.017600409,1.599778353
6.031764948,0.945758553
6.045951697,0.975766976
6.060160674,0.342150088
6.074391895,1.569029962
6.088645379,1.289107562
6.102921142,0.506856588
6.117219203,0.375568664
6.131539578,0.836025517
6.145882285,-0.005713879
6.160247341,0.390402087
6.174634763,0.079977942
6.18904457,-0.884533817
6.203476778,0.91352086
6.217931405,-0.179681104
6.232408468,-0.692007747
6.246907985,-0.895286127
6.261429973,-0.686756844
6.27597445,-1.727195063
6.290541432,-0.365722981
6.305130938,-0.139619553
6.319742984,-0.722451133
6.334377588,-1.172726926
6.349034767,-0.728111153
6.36371454,-1.231218941
6.378416923,-1.82577088
6.393141933,-1.362732221
6.407889588,-0.040608641
6.422659906,-1.583198838
6.437452904,-2.95215024
6.452268599,-1.852603467
6.467107008,-2.283596747
6.48196815,-2.901287039
6.496852041,-1.940407573
6.511758699,-2.582502004
6.526688141,-2.296923272
6.541640385,-2.847619002
6.556615447,-2.981506655
6.571613347,-2.782200667
6.5866341,-2.66798634
6.601677724,-2.228116339
6.616744237,-3.477424497
6.631833655,-3.753313429
6.646945998,-3.846452825
6.662081281,-4.678511613
6.677239522,-3.773560451
6.692420739,-3.177401345
6.707624949,-3.054725254
6.72285217,-4.296149102
6.738102418,-4.025510371
6.753375711,-4.547692032
6.768672067,-5.015461651
6.783991503,-4.730741693
6.799334037,-5.069812331
6.814699685,-5.67795498
6.830088466,-5.524070271
6.845500396,-4.406044208
6.860935493,-5.758576901
6.876393775,-3.998603251
6.891875258,-4.936768231
6.90737996,-4.809415922
6.9229079,-6.480850717
6.938459093,-5.760361903
6.954033557,-5.207737368
6.969631311,-6.366943693
6.98525237,-5.96819372
7.000896754,-5.538123986
7.016564478,-5.999753933
7.03225556,-6.087152055
7.047970019,-4.785095335
7.063707871,-6.624684964
7.079469133,-6.731869989
7.095253823,-6.214951759
7.111061959,-7.215699834
7.126893557,-6.51895682
7.142748636,-6.981819084
7.158627212,-6.589389234
7.174529303,-6.215653942
7.190454927,-6.273709953
7.2064041,-7.236155595
7.222376841,-7.070101346
7.238373166,-6.283517705
7.254393093,-6.59376671
7.270436639,-7.088734891
7.286503823,-7.198331366
7.30259466,-7.902486755
7.318709169,-6.270304549
7.334847367,-7.360748669
7.351009272,-7.196244159
7.3671949,-6.515562509
7.38340427,-8.090176748
7.399637398,-7.459686685
7.415894302,-7.791399383
7.432174999,-6.950804222
7.448479507,-8.067914706
7.464807843,-7.805960325
7.481160025,-7.096532581
7.49753607,-7.189364622
7.513935995,-7.465922899
7.530359818,-8.383377185
7.546807557,-7.330198221
7.563279227,-6.571097064
7.579774848,-6.547160695
7.596294436,-6.66931089
7.612838009,-6.270411326
7.629405584,-6.171230474
7.645997179,-5.281827827
7.66261281,-4.093749002
7.679252496,-2.798951795
7.695916254,-2.818859915
7.712604101,-1.319300691
7.729316055,-0.240330012
7.746052132,-0.927119993
7.762812351,1.066067738
7.779596728,1.238827238
7.796405282,2.350583549
7.813238029,2.454232776
7.830094987,3.252839857
7.846976174,5.199727069
7.863881606,5.335482391
7.880811302,6.117540085
7.897765278,6.073857769
7.914743552,7.428427826
7.931746141,7.761397132
7.948773063,8.030014471
7.965824335,7.459570432
7.982899975,8.08234633
8,7.898075478
